Id,Word,English,Pinyin,Example,Translation,Book,Lesson,Dialog,NW,PN,OofC
1118,停,to stop,tíng,扬着白帆的渔船停在海湾上。,The fishing boast rested on the bay under their white sails.,4,14,3,18,,
1119,得意,"complacent, gloating",dé yì,看你得意的样子！,Look at how you gloat!,4,14,3,19,,
1120,目的,"aim, purpose",mù dì,其实他的目的挺简单的。,"In fact, his purpose is quite simple.",4,14,3,20,,
1121,暖,warm,nuǎn,暖空气向上流动,warm air convecting upward.,4,14,3,21,,
1122,塑料袋,plastic bag,sù liào dài,在展览会上，我们赠送了五千只塑料袋。,"We give away 5, 000 plastic hag at the exhibition .",4,14,4,22,,
1123,于是,"hence, therefore",yú shì,于是，她默默地念起了台词。,Hence she repeated the lines to herself.,4,14,4,23,,
1124,鼓励,to encourage,gǔ lì,这样做能鼓励阅读。,"By doing that, it will encourage reading.",4,14,4,24,,
1125,拒绝,"to refuse, to reject",jù jué,我拒绝再度和那家公司做生意。,I refuse to trade with that company again.,4,14,4,25,,
1126,减少,"to lessen, reduce, decrease",jiǎn shǎo,减少使用塑料袋，可以保护环境。,Reducing the use of plastic bags can protect the environment.,4,14,4,26,,
1127,数量,"quantity, amount",shù liàng,质量往往比数量更重要。,Quality often matters more than quantity.,4,14,4,27,,
1128,温度,temperature,wēn dù,水变成冰是温度降低的结果。,The change of water into ice results from the decreasing in temperature.,4,14,5,28,,
1129,乘坐,to take (a vehicle),chéng zuò,多乘坐地铁或公共汽车，能降低空气污染。,Taking more subway or bus can reduce air pollution.,4,14,5,29,,
1130,丢,to throw,diū,把垃圾丢进垃圾桶。,Throw the trash into the trash bin.,4,14,5,30,,
1131,垃圾桶,trash can,lā jī tǒng,我们可以把垃圾丢到那个垃圾桶去。,We can put our trash in it.,4,14,5,31,,
1132,美丽,beautiful,měi lì,那风景美丽得难以形容。,The scenery was beautiful beyond description.,4,14,5,32,,
1133,弹钢琴,to play the piano,tȧn gāngqín,他们会弹钢琴。,They can play the piano.,4,15,1,1,,
1134,棒,"excellent, amazing",bàng,他游泳可棒了。,He is excellent at swimming.,4,15,1,2,,
1135,孙子,grandson,sūn zi,他把他的孙子管得很紧。,He keeps his grandson on a short leash.,4,15,1,3,,
1136,寒假,winter vacation,hán jià,寒假我和祖母住在一起。,I put up with my grandmother during the winter vacation.,4,15,1,4,,
1137,父亲,father,fù qīn,向你父亲致意。,My best greetings to your father.,4,15,1,5,,
1138,闹钟,alarm clock,nào zhōng,,,4,15,2,6,,Outside HSK
1139,响,"to sound, to ring",xiǎng,闹钟一响我就醒了。,I woke at the sound of the alarm clock.,4,15,2,7,,
1140,醒,"to wake up, to be awake",xǐng,我一般在闹钟响前5分钟就醒了。,I normally wake up about five minutes before my alarm clock goes off.,4,15,2,8,,
1141,赶,"to rush for, to hurry",gǎn,赶前不赶后,It's better to hurry at the beginning than to do things in a rush at the last moment.,4,15,2,9,,
1142,厕所,"restroom, bathroom",cè suǒ,请问，男厕所在哪里？,"Excuse me, where is the gentlemen's toilet?",4,15,2,10,,
1143,批评,to criticize,pī píng,批评是比较容易的。,It is easier to criticize.,4,15,2,11,,
1144,弄,"to do, to make",nòng,饿了，你要弄早餐吗？,"Yes, do you want to fix some breakfast?",4,15,2,12,,
1145,管理,"to manage, to administer",guǎn lǐ,为了管理好工厂，他可真是煞费苦心。,He took great pains to manage the factory well.,4,15,2,13,,
1146,打针,to get a shot (injection),dǎ zhēn,我得打针吗？,Must I have an injection?,4,15,3,14,,
1147,护士,nurse,hù shi,护士对我很好。,The nurse treated me very kindly.,4,15,3,15,,
1148,表扬,"to praise, to commend",biǎo yáng,你做了好事，值得表扬。,Your good deeds deserve praise.,4,15,3,16,,
1149,千万,ever (as in “don’t ever do it”),qiān wàn,千万别把这两个词相混淆。,Never mix up these two words.,4,15,3,17,,
1150,怀疑,to suspect,huái yí,他看上去很穷，可是我怀疑他很有钱。,"He seems poor, but I suspect that he has quite a lot of money.",4,15,3,18,,
1151,故意,"intentionally, on purpose",gù yì,他故意使用伪造的油。,He used snide oils knowingly.,4,15,4,19,,
1152,敲,"to knock, to beat, to strike",qiāo,他在玻璃窗上极轻地敲了一下。,He tapped on the pane with a very small and feeble knock.,4,15,4,20,,
1153,整理,"to tidy up, to arrange",zhěng lǐ,我帮你整理书架。,I will tidy your bookshelf.,4,15,4,21,,
1154,合适,"to be fitting, to be suitable",hé shì,教育孩子应该选择合适的教育方法。,Children should be educated by choosing appropriate methods of education.,4,15,4,22,,
1155,骗,"to fool, to deceive",piàn,你骗不了我。,You can't fool me; I wasn't born yesterday.,4,15,4,23,,
1156,儿童,children,ér tóng,多数儿童对童话故事感兴趣。,Fairy-tales intrigued most children.,4,15,4,24,,
1157,假,fake,jiǎ,一个人决不能对朋友假心假意。,One must never be false to one's friend.,4,15,4,25,,
1158,左右,around,zuǒ yòu,他确认大概是二十人左右。,He decided it was about twenty-two.,4,15,5,26,,
1159,懒,lazy,lǎn,我知道戈林是个懒蛋。,I know that Goering is lazy.,4,15,5,27,,
1160,笨,stupid,bèn,他一点也不笨。,He is not at all stupid.,4,15,5,28,,
1161,粗心,careless,cū xīn,她不是粗心，只是不够仔细。,"She’s not careless, just not careful enough.",4,15,5,29,,
1162,骄傲,arrogant,jiāo ào,骄傲自大。,to be conceited and arrogant,4,15,5,30,,
1163,害羞,to be shy,hài xiū,这个害羞的小女孩躲在幕后。,The shy girl kept in the background.,4,15,5,31,,
1164,博士,doctor (academic degree),bó shì,他获得博士学位。,He received a doctor's degree.,4,16,1,1,,
1165,签证,visa,qiān zhèng,他已申请入境签证。,He has applied for an entry visa.,4,16,1,2,,
1166,报名,"to apply, to sign up",bào míng,报名的学生非常踊跃。,Their enrolments have risen by leaps and bounds.,4,16,1,3,,
1167,表格,"form, table",biǎo gé,请填写这张表格。,Please fill out this form.,4,16,1,4,,
1168,传真,to send by fax,chuán zhēn,对不起，房间里面没有传真机。,Sorry. There is no fax machine in the room.,4,16,1,5,,
1169,号码,number,hào mǎ,匆忙间她忘了留下电话号码。,In her hurry she forgot to leave her phone number.,4,16,1,6,,
1170,参观,"to visit, to look around",cān guān,我们这个周末去参观展览会吧！,Let's pay a visit to the exhibition this weekend.,4,16,2,7,,
1171,激动,"excited, emotional",jī dòng,在参观过程中我很激动。,I was very excited during the visit.,4,16,2,8,,
1172,小伙子,young man,xiǎo huǒ zi,那小伙子在聚会上举止得体。,The young man carried himself well at the party.,4,16,2,9,,
1173,记者,"journalist, reporter",jì zhě,她与那位记者争执起来了。,She fell out with the journalist.,4,16,2,10,,
1174,代表,"to represent, to stand for",dài biǎo,地图上的红线代表铁路。,The red lines on the map represents railways.,4,16,2,11,,HSK 5
1175,恐怕,(indicating an estimation) I guess…,kǒng pà,恐怕我养鸡不在行。,I don't know that I am apt at tending fowls.,4,16,2,12,,
1176,失望,disappointed,shī wàng,这次我父母又要失望了。,My parents are disappointed again this time.,4,16,3,13,,
1177,郊区,"suburb, outskirts",jiāo qū,洛杉矶的郊区,the suburb of Los Angeles,4,16,3,14,,
1178,到底,… on earth? (used in questions for emphasis),dào dǐ,我们尽力争取他，到底成功了。,We did our best to carry him over and at last succeeded.,4,16,3,15,,
1179,呀,speech particle at the end of a sentence,ya,“哎呀，您是位天仙呀,"""Why, you're an angel!"" he said with perfect honesty.",4,16,3,16,,
1180,导游,tour guide,dǎo yóu,我现在在一家旅游公司做导游。,I'm now working as a tour guide in a travel agency.,4,16,3,17,,
1181,礼貌,polite,lǐ mào,他对人总是非常有礼貌。,He's always so polite to people.,4,16,3,18,,
1182,原谅,to forgive,yuán liàng,他一定会原谅你。,He will certainly forgive you.,4,16,3,19,,
1183,挂,to hang,guà,把你的衣服挂在钩子上。,Hang your clothes on the hook.,4,16,4,20,,
1184,同情,to show sympathy for,tóng qíng,你这么做，不会得到别人的同情。,"If you do that, you won't get sympathy from others.",4,16,4,21,,
1185,推,"to put off, to postpone",tuī,他推着自行车穿过狭窄的巷子。,He wheeled his bike through the narrow lane.,4,16,4,22,,
1186,预习,to preview lessons before class,yù xí,预习功课,to prepare one's lesson | to prepare one's homework,4,16,4,23,,
1187,重点,"focal point, emphasis",zhòng diǎn,重点心理治疗法,focal psychotherapy,4,16,4,24,,
1188,马虎,careless,mǎ hu,她凡事很马虎。,She took her responsibilities lightly.,4,16,4,25,,
1189,自信,self-confident,zì xìn,他汉语越学越好，越说越自信。,"The better he learns Chinese, the more confident he is.",4,16,4,26,,
1190,冷静,"calm, composed",lěng jìng,你必须冷静。,You have to be calm.,4,16,5,27,,
1191,输,"to lose, to suffer defeat",shū,我恐怕他会输掉比赛。,I'm afraid he is going to lose the match.,4,16,5,28,,
1192,重视,to view something as important,zhòng shì,我会始终重视你的友谊。,I will always value your friendship.,4,16,5,29,,
1193,敢,"to have the courage, to dare (doing something)",gǎn,你怎么敢拆开我的信？,How dare you take apart my letter?,4,16,5,30,,
1194,尊重,to respect,zūn zhòng,她只尊重实干家。,She only respected doers.,4,16,5,31,,
1195,凉快,pleasantly cool (temperature),liáng kuai,最近天气越来越凉快了。,It's getting cooler and cooler recently.,4,17,1,1,,
1196,热闹,"busy, bustling",rè nao,热闹的街道,a busy street,4,17,1,2,,
1197,云,cloud,yún,碧空无云，预示着一个好天气。,Azure skies are indicative of good weather.,4,17,1,3,,
1198,广播,"broadcast, radio program",guǎng bō,昨晚广播了一则特别消息。,A special message was broadcast last night.,4,17,1,4,,
1199,照,"to take a picture, to photograph",zhào,我给你照张相好吗？,May I take your picture?,4,17,1,5,,
1200,倒,"(used to indicate contrast) yet, actually",dǎo,我们倒并未撞上那辆汽车，可险些出了事。,"We didn't actually hit the other car, but it was a close call.",4,17,1,6,,
1201,香山,Xiangshan (Fragrant Hill) in Beijing,xiāng shān,他细看地图，尽力记住到香山的路线。,"He studied the map, trying to memorize the route to Fragrant Hill.",4,17,1,,2,
1202,长城,The Great Wall,cháng chéng,接下来的一天我去爬长城了。,The next day I walked along the Great Wall.,4,17,1,,3,
1203,安娜,Anna,ān nà,安娜给她盖上毛毯。,Anna piled blankets on her.,4,17,1,,1,
1204,毛,"hair, fur",máo,它全身是毛。,Its body is covered with hair.,4,17,2,7,,
1205,抱,"to hold in the arms, to hug",bào,露西正坐在桌旁，把孩子抱在膝上。,Lucy was sitting at a table with the child on her lap.,4,17,2,8,,
1206,干,"to do, to act",gàn,你相信我们干得了这件工作吗？,Do you confide in our ability to do this work?,4,17,2,9,,
1207,严格,"strict, rigorous",yán gé,它会严格按照要求去做。,It will do it strictly according to the requirements.,4,17,2,10,,
1208,难受,"sad, unhappy",nán shòu,世上最难受的莫过于等待。,Suspense is perhaps the feelings that is the most difficult to bear.,4,17,2,11,,
1209,趟,(used for a round trip) time,tàng,这趟火车很可能晚点。,The train is likely to be late.,4,17,3,12,,
1210,放暑假,to be on summer vacation,fàng shǔjià,我算是放了暑假了，但却未能真正休息。,I had a kind of / sort of holiday in the summer but I couldn't really relax.,4,17,3,13,,
1211,老虎,tiger,lǎo hǔ,猎手悄悄地追踪老虎。,The hunter stalked the tiger.,4,17,3,14,,
1212,入口,entrance,rù kǒu,他站在医院入口处。,He stood in the entrance of the hospital.,4,17,3,15,,
1213,排队,"to form a line, to line up",pái duì,很多人排队等候汽车。,Many people were queuing up for the bus.,4,17,3,16,,
1214,活泼,"lively, vivacious",huó po,她的个性活泼调皮。,"She had a lively, playful disposition.",4,17,3,17,,
1215,社会,society,shè huì,社会阶层。,the strata of society,4,17,4,18,,
1216,竞争,to compete,jìng zhēng,很多毕业生竞争这个工作。,Many graduates are competing for the job.,4,17,4,19,,
1217,森林,forest,sēn lín,小心在森林里迷了路！,Don' t lose your way in the forest.,4,17,4,20,,
1218,剩,"to be left over, to remain",shèng,8减去3剩5。,"If you take 3 from 8,5 remains.",4,17,4,21,,
1219,暖和,warm,nuǎn huo,春天天气是暖和的。,It is warm in spring.,4,17,4,22,,
1220,海洋,"sea, ocean",hǎi yáng,海洋很大，地球的四分之三是海洋。,The sea is very big. It covers three quarters of the globe.,4,17,5,23,,
1221,底,"bottom, base",dǐ,这杯子的底破了。,The bottom of the cup is broken.,4,17,5,24,,
1222,美人鱼,mermaid,měi rén yú,,,4,17,5,25,,Outside HSK
1223,公里,kilometer,gōng lǐ,车辆排了几公里长。,Traffic stacked up for kilometers.,4,17,5,26,,
1224,仍然,"still, yet",réng rán,它变冷后，仍然保有弹性。,"It was cold, and yet elastic.",4,17,5,27,,
1225,排列,"to put in order, to arrange",pái liè,老师将学生按分数排列起来。,The teacher put the student in order of points.,4,17,5,28,,
1226,梦,dream,mèng,安妮昨晚做了个奇特的梦。,Annie dreamed an extraordinary dream last night.,4,17,5,29,,
1227,六一儿童节,International Children’s Day,liù yī ér tóng jié,这幅画的主题是过儿童节的小朋友。,The subject of the painting is the children on Children's Day.,4,17,,,2,
