Id,Traditional,Simplified,English,HSK,HSK 5（二）词语搭配,Img,Txt,Pinyin,Explanation,Example,Example Explanation,Translation,Book,Lesson,Dialog,NW,PN,OofC,Alternative,Grammar Reference,Song Lyrics,Song YouTube,Song Pinyin,Song Translation,Example Pinyin,Length,Character Phrase,Instagram Image Created
1353,敘述,叙述,to narrate,5,,FALSE,FALSE,xù shù,叙述，就是 to narrate。,这本书叙述了南北战争的背景。,也就是说，这本书介绍了内战的背景。,This book gives the background of the Civil War.,5,1,1,28,,,,,,,,,zhè běn shū xùshù le nánběi zhànzhēng de bèijǐng,2,,
1354,居然,居然,indicating unexpectedness,5,,FALSE,FALSE,jū rán,居然，就是表示未预期。,他们居然想出了节食的办法。,也就是说，他们也发明了节食。,"They have invented dieting, too.",5,1,1,29,,,,,,,,,tāmen jūrán xiǎngchū le jiéshí de bànfǎ,2,,
1355,催,催,"to urge, to push",5,,FALSE,FALSE,cuī,催，就是催促，推动。,这事不好办，别催我。,也就是说，这是一项艰巨的工作——别催我。,This is a difficult job--don't rush me.,5,1,1,30,,,,,,,,,zhè shì bùhǎo bàn bié cuī wǒ,1,,
1356,等待,等待,to wait,5,,FALSE,FALSE,děng dài,等待，就是 to wait。,我们应该等待时机。,也就是说，让我们等到云朵飘过。,Let's wait till the clouds roll by.,5,1,1,31,,,,,,,,,wǒmen yīnggāi děngdài shíjī,2,,
1357,蚊子,蚊子,mosquito,outside,,FALSE,FALSE,wén zi,,,,,5,1,1,32,,Outside HSK,,,,,,,,2,,
1358,半夜,半夜,midnight,5,,FALSE,FALSE,bàn yè,半夜，就是午夜。,他算帐算到半夜。,也就是说，他一直坚持到午夜。,He cast and balanced till midnight.,5,1,1,33,,,,,,,,,tā suànzhàng suàn dào bànyè,2,,
1359,叮,叮,"to bite, to sting",6,,FALSE,FALSE,dīng,,,,,5,1,1,34,,HSK 6,,,,,,,,1,,
1360,老婆,老婆,wife,5,,FALSE,FALSE,lǎo pó,老婆，就是妻子。,我哥哥比他老婆大十岁。,也就是说，我哥哥比他妻子大十岁。,My elder brother is ten years older than his wife.,5,1,1,35,,,,,,,,,wǒ gēge bǐ tā lǎopó dà shí suì,2,,
1361,吵,吵,to make a noise; noisy,5,1,FALSE,FALSE,chǎo,吵，就是吵闹；吵闹。,他与邻居吵了一架。,也就是说，他和邻居吵架了。,He had a quarrel with his neighbour.,5,1,1,36,,,,,,,,,tā yǔ línjū chǎo le yī jià,1,,Yes
1362,項,项,measure word used for itemized things,5,1,FALSE,FALSE,xiàng,项，就是用于逐项事物的量词。,必须制订一项全面计划。,也就是说，必须制定一个总体计划。,An overall plan must be worked out.,5,1,1,37,,,,,,,,,bìxū zhìdìng yī xiàng quánmiàn jìhuà,1,,
1363,患難與共,患难与共,to share and go through trials and tribulation,outside,,FALSE,FALSE,huànnàn yǔ gòng,,,,,5,1,1,38,,Outside HSK,,,,,,,,4,,
1364,眉毛,眉毛,eyebrows,5,,FALSE,FALSE,méi mao,眉毛，就是 eyebrows。,彼得竖起了眉毛。,也就是说，彼得的眉毛竖了起来。,Peter's eyebrows went up.,5,1,扩展,8,,,,,,,,,Bǐdé shùqǐ le méimao,2,,
1365,嗓子,嗓子,"throat, voice",5,,TRUE,TRUE,sǎng zi,嗓子，就是喉咙，或者声音。,她嗓子哑了。,也就是“她发不出声了。”,Her voice was gone.,5,1,扩展,9,,,,,,,,,tā sǎngzi yǎ le,2,,
1366,串,串,"chain, skewer",6,,FALSE,FALSE,chuàn,,,,,5,2,1,1,,HSK 6,,,,,,,,1,,
1367,一輩子,一辈子,all one's life; entire life,5,2,TRUE,TRUE,yī bèi zi,一辈子，就是一生。,我要一辈子做这没出息的工作。,也就是说，我一生都要做这份不太理想的工作。,I'll be in this dead-end job all my life.,5,2,1,2,,,,,,,,,wǒ yào yībèizi zuò zhè méi chūxi de gōngzuò,3,,
1368,農村,农村,countryside,5,,FALSE,FALSE,nóng cūn,农村，就是乡村。,他已在农村安家落户。,也就是说，他定居在农村。,He has settled down in the countryside.,5,2,1,3,,,,,,,,,tā yǐ zài nóngcūn ānjiāluòhù,2,,
1369,屋子,屋子,house,5,,TRUE,TRUE,wū zi,屋子，就是房子。,闹钟闹醒了屋子里的每个人。,也就是说，闹铃把屋子里的每个人都吵醒了。,The alarm awoke everyone in the house.,5,2,1,4,,,,,,,,,nàozhōng nào xǐng le wūzi lǐ de měigerén,2,,
1370,斷,断,"to cut off, to stop",5,2,FALSE,FALSE,duàn,断，就是切断，停止。,我的铅笔断了，可以借你的用一下吗？,也就是问，我的铅笔坏了，我可以借用一下你的吗？,"My pencil is broken; may I borrow yours, please?",5,2,1,5,,,,,,,,,wǒ de qiānbǐ duàn le kěyǐ jiè nǐ de yòng yīxià ma,1,,
1371,以來,以来,since,5,,FALSE,FALSE,yǐ lái,以来，就是自从。,我自去年以来未曾收到过他的信。,也就是说，从去年起我就没有他的消息。,I haven't heard from him since last year.,5,2,1,6,,,,,,,,,wǒ zì qùnián yǐlái wèicéng shōudào guò tā de xìn,2,,Yes
1372,姥姥,姥姥,maternal grandma,5,,FALSE,FALSE,lǎo lao,姥姥，就是外婆。,他妈妈和姥姥是中国人！,意思是说，他的母亲和祖母都是中国人！,His mother and grandmother are Chinese!,5,2,1,7,,,,,,,,,tā māma hé lǎolao shì Zhōngguórén,2,,
1373,舅舅,舅舅,"uncle, mother’s brother",5,,FALSE,FALSE,jiù jiu,舅舅，就是叔叔，妈妈的弟弟。,我舅舅的酒量很大。,也就是说，我叔叔喝了很多酒。,My uncle drinks much wine.,5,2,1,8,,,,,,,,,wǒ jiùjiu de jiǔliàng hěn dà,2,,
1374,姑姑,姑姑,"aunt, father’s sister",5,,FALSE,FALSE,gū gu,姑姑，就是姑妈，父亲的妹妹。,原来她姑姑就是我表姐。,也就是说，原来她姨妈和我表妹是一对一。,It turns out that her aunt and my cousin are one and the same .,5,2,1,9,,,,,,,,,yuánlái tā gūgu jiùshì wǒ biǎojiě,2,,
1375,堅決,坚决,"resolute, determined",5,2,FALSE,FALSE,jiān jué,坚决，就是坚定，决心。,坚决坚持自己的观念和想法。,也就是“坚决坚持自己的想法或愿望”。,resolute adherence to your own ideas or desires,5,2,1,10,,,,,,,,,jiānjué jiānchí zìjǐ de guānniàn hé xiǎngfǎ,2,,
1376,打工,打工,"to work for others, to do a temporary job.",5,,FALSE,FALSE,dǎ gōng,打工，就是为他人工作，做临时工作。,打工妹,也就是“女售货员”。,Jobber girl,5,2,1,11,,,,,,,,,dǎgōngmèi,2,,
1377,掙,挣,to earn,5,,FALSE,FALSE,zhèng,挣，就是为了赚钱。,挣最低工资。,也就是“赚取最低工资”。,earn the minimum wage,5,2,1,12,,,,,,,,,zhèng zuì dī gōngzī,1,,
1378,縣,县,county,5,,FALSE,FALSE,xiàn,县，就是 county。,那个县的土壤十分贫瘠。,也就是说，那个县的土壤很贫瘠。,The soil in that county is very poor.,5,2,1,13,,,,,,,,,nàge xiàn de tǔrǎng shífēn pínjí,1,,
1379,套,套,"set, suite",5,2,FALSE,FALSE,tào,套，就是套房。,一部不成套的书,也就是“一套缺书的书”。,a set of books with missing volumes,5,2,1,14,,,,,,,,,yī bù bùchéng tào de shū,1,,
1380,裝修,装修,"to decorate, to renovate (a room, house, etc)",5,,FALSE,FALSE,zhuāng xiū,装修，就是 to decorate。,房子装修得很好。,也就是说，这房子装修得很好。,The house is well fitted up.,5,2,1,15,,,,,,,,,fángzi zhuāngxiū dehěn hǎo,2,,
1381,不得了,不得了,"extremely, exceedingly",5,2,TRUE,TRUE,bù dé liǎo,不得了，就是非常严重。,没有什么不得了的事。,也就是说，没有什么特别严重的。,There's nothing really serious.,5,2,1,16,,,,,,,,,méiyǒushénme bùdéliǎo de shì,3,,
1382,醉,醉,to be drunk,5,,FALSE,FALSE,zuì,醉，就是喝醉。,他醉了，开始呕吐起来。,也就是说，他喝醉了，开始吐。,He was drunk and began casting up.,5,2,1,17,,,,,,,,,tā zuì le kāishǐ ǒutù qilai,1,,
1383,強烈,强烈,"strong, intense",5,2,FALSE,FALSE,qiáng liè,强烈，就是坚强。,保护眼睛免受强烈阳光的照射。,也就是说，保护眼睛免受强烈的阳光照射。,Protect your eyes from intense sunlight.,5,2,1,18,,,,,,,,,bǎohù yǎnjing miǎnshòu qiángliè yángguāng de zhàoshè,2,,Yes
1384,夜,夜,night,5,,FALSE,FALSE,yè,夜，就是 night。,他们在那小屋里度过一夜。,也就是说，他们在小屋里过夜。,They passed a night in the hut.,5,2,1,19,,,,,,,,,tāmen zài nà xiǎowū lǐ dùguò yī yè,1,,
1385,鎖,锁,lock; to lock up,5,,FALSE,FALSE,suǒ,锁，就是锁住；锁住。,您无论如何不能忘锁保险箱的门。,也就是说，在任何情况下，你都不能忘记锁保险箱。,In no circumstances must you forget to lock the safe.,5,2,1,20,,,,,,,,,nín wúlùnrúhé bùnéng wàng suǒ bǎoxiǎnxiāng de mén,1,,
1386,臨,临,"about to, just before",5,,FALSE,FALSE,lín,临，就是就在这之前。,临睡前，她确信门已锁好了。,也就是说，在去之前，她向自己保证门是锁着的。,Before going to be she assured herself that the door was locked.,5,2,1,21,,,,,,,,,lín shuì qián tā quèxìn mén yǐ suǒ hǎole,1,,
1387,悄悄,悄悄,"quietly, secretly",5,,FALSE,FALSE,qiāo qiāo,悄悄，就是悄悄地，秘密地。,他悄悄爬上楼梯，进了他的卧室。,也就是说，他爬上楼梯，悄悄地走进卧室。,He crept up the stairs and quietly went into his bedroom.,5,2,1,22,,,,,,,,,tā qiāoqiāo páshàng lóutī jìn le tā de wòshì,2,,
1388,曬,晒,to dry in the sun,5,2,FALSE,FALSE,shài,晒，就是在阳光下晒干。,土地让炎热的太阳晒硬了。,也就是说，大地使炎热的太阳变硬了。,The land hardened the hot sun.,5,2,1,23,,,,,,,,,tǔdì ràng yánrè de tàiyang shài yìng le,1,,Yes
1389,被子,被子,quilt,5,,TRUE,TRUE,bèi zi,被子，就是 quilt。,床上有一床被子和一个枕头。,也就是说，枕头和被子放在床上面。,There is a pillow and a quilt on it.,5,2,1,24,,,,,,,,,chuáng shàng yǒu yī chuáng bèizi hé yī gè zhěntou,2,,
1390,長途,长途,long distance,5,2,FALSE,FALSE,cháng tú,长途，就是 long distance。,长途旅行使我们疲惫不堪。,也就是说，长途旅行使我们感到厌烦。,The long journey wearied us.,5,2,1,25,,,,,,,,,chángtú lǚxíng shǐ wǒmen píbèi bùkān,2,,
1391,凍,冻,"to freeze, to feel very cold",5,,FALSE,FALSE,dòng,冻，就是冻僵，感觉很冷。,把肉团放在雪中冻,也就是说，把它放在雪里冻起来。,Put it in the snow to freeze.,5,2,1,26,,,,,,,,,bǎ ròu tuán fàng zài xuě zhōng dòng,1,,
1392,想象,想象,to imagine,5,,FALSE,FALSE,xiǎng xiàng,想象，就是 to imagine。,你能想象她成了飞行员吗？,也就是问，你能想象她会成为飞行员吗？,Can you imagine her becoming a pilot?,5,2,1,27,,,,,,,,,nǐ néng xiǎngxiàng tā chéngle fēixíngyuán ma,2,,
1393,灰塵,灰尘,"dust, dirt",5,,FALSE,FALSE,huī chén,灰尘，就是灰尘、污垢。,灰尘落得到处都是。,也就是说，到处都是灰尘。,Dust fell everywhere.,5,2,1,28,,,,,,,,,huīchén luòde dàochù dōu shì,2,,Yes
1394,亮,亮,"bright, to shine",5,,FALSE,FALSE,liàng,亮，就是明亮，闪耀。,这个房间非常亮。,也就是说，这个房间很明亮。,This room is very bright.,5,2,1,29,,,,,,,,,zhège fángjiān fēicháng liàng,1,,Yes
1395,微笑,微笑,"to smile, smile",5,,FALSE,FALSE,wēi xiào,微笑，就是 to smile。,她脸上透出幸福的微笑。,也就是说，她脸上露出幸福的笑容。,There was a happy smile on her face.,5,2,1,30,,,,,,,,,tā liǎn shàng tòu chū xìngfú de wēixiào,2,,Yes
1396,溫暖,温暖,warm; to make somebody/something warm,5,,FALSE,FALSE,wēn nuǎn,温暖，就是使某人或某物暖和。,五月的天气温暖宜人。,也就是说，五月天气温暖宜人。,It is pleasantly warm in May.,5,2,1,31,,,,,,,,,Wǔyuè de tiānqì wēnnuǎn yírén,2,,
1397,立刻,立刻,"at once, immediately",5,,FALSE,FALSE,lì kè,立刻，就是立即。,你最好立刻开始。,也就是说，你最好马上开始。,You may as well begin at once.,5,2,1,32,,,,,,,,,nǐ zuìhǎo lìkè kāishǐ,2,,
1398,撲,扑,throw oneself on or at; to pounce on,6,,FALSE,FALSE,pū,,,,,5,2,1,33,,HSK 6,,,,,,,,1,,
1399,臥室,卧室,bedroom,5,,FALSE,FALSE,wò shì,卧室，就是 bedroom。,他们的卧室充满阳光。,也就是说，他们的卧室阳光充足。,Their bedroom was flooded with sunshine.,5,2,1,34,,,,,,,,,tāmen de wòshì chōngmǎnyángguāng,2,,
1400,鋪,铺,to spread; to unfold,6,,FALSE,FALSE,pū,,,,,5,2,1,35,,HSK 6,,,,,,,,1,,
1401,飄,飘,"to float (in the air), flutter",5,,FALSE,FALSE,piāo,飘，就是在空中飘浮。,落叶盘旋着飘到了地上。,也就是说，落叶飘落在地上。,The fallen leaves hovered to the ground.,5,2,1,36,,,,,走路都在飘 吃不饱 睡不好,https://youtu.be/dY7EKZFsr1g?t=36,,,luòyè pánxuán zhe piāo dàoliǎo dìshang,1,,Yes
1402,陣,阵,used for a short period of time or spell of an occurrence of action,5,2,FALSE,FALSE,zhèn,阵，就是用于动作发生的短时间或短时间的咒语。,歌声结束之后响起了一阵掌声。,也就是说，随着歌曲的结束，一阵拍手声。,A burst of hand-clapping followed the ending of the song.,5,2,1,37,,,,,,,,,gēshēng jiéshù zhīhòu xiǎng qǐ le yīzhèn zhǎngshēng,1,,
1403,感受,感受,"to feel, feeling",5,,FALSE,FALSE,gǎn shòu,感受，就是感觉。,她能感受到这地方的神圣气氛。,也就是说，她能感觉到这个地方的神圣。,She could feel the holiness of the place.,5,2,1,38,,,,,,,,,tā néng gǎn shòudào zhè dìfang de shénshèng qìfēn,2,,
1404,流淚,流泪,to shed tears,5,,FALSE,FALSE,liú lèi,流泪，就是流下眼泪。,听到那件事她就流泪了。,也就是说，她听到这个就流下了眼泪。,She shed tears when she heard that.,5,2,1,39,,,,,在我转身之后 你的泪不停流,https://youtu.be/dB0t01rSLGQ?t=99,zài wǒ zhuǎnshēn zhīhòu nǐ de lèi bùtíng liú ,Your tears keep flowing after I turn around,tīngdào nà jiàn shì tā jiù liúlèi le,2,,
1405,小氣,小气,"stingy, narrow-minded, petty",5,,TRUE,TRUE,xiǎo qì,小气，就是吝啬，不大方。,女人不喜欢吝啬鬼，所以不要小气。,也就是说，不要吝啬，要对女人大方。,A woman does not like a miser. So do not be stingy.,5,2,扩展,8,,,,,,,,,nǚrén bù xǐhuan lìnsèguǐ suǒyǐ bùyào xiǎoqì,2,,
1406,周到,周到,attentive and thoughtful,5,,FALSE,FALSE,zhōu dào,周到，就是细心周到。,招待周到。,也就是说，客人们住得很好。,The guests are well accommodated.,5,2,扩展,9,,,,,,,,,zhāodài zhōudào,2,,
1407,坦率,坦率,"frank, straight forward",5,,FALSE,FALSE,tǎn shuài,坦率，就是弗兰克，直走。,坦率地承认这个事实,也就是“坦率地承认事实”。,make a frank confession of the fact,5,2,扩展,10,,,,,,,,,tǎnshuài dì chéngrèn zhège shìshí,2,,
1408,人生,人生,life,5,,FALSE,FALSE,rén shēng,人生，就是生活。,我的人生观。,,my conception of life,5,3,1,1,,,,,,,,,wǒ de rénshēng guān,2,,
1409,工人,工人,worker,5,,FALSE,FALSE,gōng rén,工人，就是 worker。,我父亲是个普通工人。,My father is a plain worker.,My father is a plain worker.,5,3,1,2,,,,,,,,,wǒ fùqīn shì gè pǔtōng gōngrén,2,,
1410,穩定,稳定,stable,5,3,FALSE,FALSE,wěn dìng,稳定，就是稳定的。,稳定的政府对经济增长是重要的。,也就是说，稳定的政府对经济增长至关重要。,A stable government is essential to economic growth.,5,3,1,3,,,,,,,,,wěndìng de zhèngfǔ duì jīngjìzēngzhǎng shì zhòngyào de,2,,
1411,待遇,待遇,pay and perks,5,,FALSE,FALSE,dài yù,待遇，就是工资和津贴。,我享受医疗待遇，每年才交一块钱。,也就是说，我一年只付一元的医疗费。,I only pay one yuan a year for all the medical care I get.,5,3,1,4,,,,,,,,,wǒ xiǎngshòu yīliáo dàiyù měinián cái jiāo yīkuài qián,2,,
1412,發愁,发愁,to worry,5,3,TRUE,TRUE,fā chóu,发愁，就是担心。,别为钱发愁,也就是说，别担心钱。,Don't worry about money: I've got bags.,5,3,1,5,,,,,,,,,bié wéi qián fāchóu,2,,
1413,平靜,平静,quiet and peaceful,5,3,FALSE,FALSE,píng jìng,平静，就是安静和安宁。,我喜欢过平静的生活。,I like to live a quiet life.,I like to live a quiet life.,5,3,1,6,,,,,,,,,wǒ xǐhuan guò píngjìng de shēnghuó,2,,
1414,帆船,帆船,sailing boat/ship,outside,,FALSE,FALSE,fān chuán,,,,,5,3,1,7,,Outside HSK,,,,,,,,2,,
1415,撞,撞,to bump against,5,3,FALSE,FALSE,zhuàng,撞，就是 to bump against。,对不起，我撞到你了。,也就是说，很抱歉碰到你。,I'm so sorry to bump into you.,5,3,1,8,,,,,,,,,duìbuqǐ wǒ zhuàng dào nǐ le,1,,
1416,艘,艘,measure word used for boats and ships,6,,FALSE,FALSE,sōu,,,,,5,3,1,9,,HSK 6,,,,,,,,1,,
1417,航行,航行,"to sail, to navigate by air or water",6,,FALSE,FALSE,háng xíng,,,,,5,3,1,10,,HSK 6,,,,,,,,2,,
1418,積蓄,积蓄,"savings, to save",outside,,FALSE,FALSE,jī xù,,,,,5,3,1,11,,Outside HSK,,,,,,,,2,,
1419,二手,二手,"second-hand, used items",outside,,FALSE,FALSE,èr shǒu,,,,,5,3,1,12,,Outside HSK,,,,,,,,2,,
1420,彩虹,彩虹,rainbow,5,,FALSE,FALSE,cǎi hóng,彩虹，就是 rainbow。,多美丽的彩虹呀！,意思是说，多么美丽的彩虹！,What a beautiful rainbow!,5,3,1,13,,,,,,,,,duō měilì de cǎihóng ya,2,,Yes
1421,包括,包括,include,5,,FALSE,FALSE,bāo kuò,包括，就是 include。,这价钱是否已包括增值税在内？,也就是问，这个价格包括增值税吗？,Does the price include VAT?,5,3,1,14,,,,,,,,,zhè jiàqian shìfǒu yǐ bāokuò zēngzhíshuì zàinèi,2,,
1422,瘋,疯,"to be crazy, to go mad",5,,FALSE,FALSE,fēng,疯，就是发疯。,他痛得快要疯了。,也就是说，他疼得发疯了。,He was going mad with pain.,5,3,1,15,,,,,,,,,tā tòng dé kuàiyào fēng le,1,,Yes
1423,辭職,辞职,to quit a job,5,,FALSE,FALSE,cí zhí,辞职，就是 to quit a job。,我将在下周辞职。,也就是说，我下周要辞职。,I' m going to quit next week.,5,3,1,16,,,,,,,,,wǒ jiāng zàixià zhōu cízhí,2,,
1424,駕駛,驾驶,to drive a vehicle; to pilot,5,,FALSE,FALSE,jià shǐ,驾驶，就是驾驶车辆；驾驶。,吊销驾驶执照,也就是“吊销驾驶证”。,suspend a driver's certificate,5,3,1,17,,,,,,,,,diàoxiāo jiàshǐzhízhào,2,,
1425,輪流,轮流,to make turns,5,3,FALSE,FALSE,lún liú,轮流，就是转弯。,哨兵轮流站岗。,也就是说，哨兵轮流值班。,The sentries alternated their watch.,5,3,1,18,,,,,,,,,shàobīng lúnliú zhàngǎng,2,,
